bangla word,translitered bangla word
দস্যুদিগের,dasyudiger
কর্কশভাবে,karkashbhave
যুবাটি,yuvati
দস্যুপতির,dasyupatir
মদ্যপান,madyapan
ছুরিকা,chhurika
শানাইতেছে,shanaitec
মুদ্রাগুলি,mudraguli
দলপতিকে,dalpatike
নরশোণিতে,narshonite
মহাকালীর,mahakali
পাষাণহৃদয়,pashanhrudaya
গলাইতে,galaite
মোহনলালের,mohanlaler
প্রাতেই,prates
কুলপুরোহিতকে,kulpurohitke
মোহনের,mohaner
মরিতাম,maritam
তৃণও,truno
এমনো,emano
অগ্রেই,agrai
সন্দেহস্থল,sandehsthal
দস্যুকে,dasyuke
ত্রস্তা,trasta
হরিণীটির,hariniti
বিহ্বলা,vihbala
সৈনিকেরা,sainikera
কর্ষণ,karshan
কারারুদ্ধ,kararuddha
শুনান,shunan
প্রতিহিংসাপ্রবৃত্তি,pratihinsapravritti
বালার,bala
মাতৃক্রোড়ের,matrakroder
স্নেহচ্ছায়া,snehchaya
তুষারদর্পণের,tusharadarpaner
সৈনিকবেশে,sainikbeshe
ঝটিকা,jhatika
অতর্কিতভাবে,atarkitvave
হর্ষবিহ্বলা,harshabihbala
শুনাইবেন,shunaiben
বিবাহসূত্রে,vivahasutre
কুসুমকুঞ্জে,kusumkunje
কাটাইবেন,kativen
মুখশ্রীতে,mukhashrite
রেখাও,rekhao
পুষ্পকলিকাটি,pushpakalikati
শূন্যমনে,shunyaman
খেলেনাগুলি,khelenaguli
বাল্যসখা,balyaskha
অমরকে,amarke
বাল্যের,balyer
ক্রীড়াস্থল,kridasthal
ম্লানবদনা,mlanabadana
অসংখ্যতারাখচিত,asankhyatarakhchit
আলুলিতকেশে,alulitkesh
পাক্‌,pak
মাতৃভবনে,matrubhavan
নিশীথবায়ুতে,nishitvayute
অশ্রুবারি,ashruvari
উথলিয়া,uthlia
বকুলতরুচ্ছায়ায়,bakulataruchhaya
কথাক্রমে,kathakram
বকুলকুঞ্জের,bakulkunger
দীর্ঘনি,dirghani
সমীরণের,samirner
একতানবাহী,ekthanvahi
শুনিতেছিলেন,shunitechillen
সমুদ্রতলে,samudratale
দুরস্থ,durstha
শ্মশানক্ষেত্রে,shmshanakshetre
নীরন্ধ্র,nirandhra
অমৃতময়,amritamai
স্বপ্নময়,swapnamoy
অচলহৃদয়,achalhrudaya
অমরও,amaro
উৎফুল্লহৃদয়ে,uphullahruday
গভীরতলে,gabhiratle
কর্তব্যকর্মে,kartavyakarm
আড়ম্বররাশির,armbarrashir
পর্ণকুটিরবাসিনী,parnkutirvasini
বিঁধিয়াছিল,bindhiachil
বুদ্ধিহীনা,buddhihina
চরণরেণুরও,charanranuro
ভালোবাসিব,bhalobasib
বাণ,baan
মর্মেই,marmes
লুক্কায়িত,lukkayit
শোণিত,shonit
সমস্তরাত্রি,samastaratri
ঝাঁপিয়া,jhanpia
বসিয়াবিধবা,basiabidhva
ব্যয়ভার,vyambhar
পথ্যাদি,pathadi
যোগাইতেন,yogaiten
চাহিতেন,chahiten
মিনতিতে,minatite
গুহায়,guha
চকিতচ্ছটা,chakitchata
শৃঙ্গে,shrung
শৈলবাসীরা,shilavasira
গৃহপার্শ্বে,grihparshve
প্রদীপশিখা,pradeepashikha
নিরাশহৃদয়ে,nirashhruday
নিরাশাব্যঞ্জক,nirashavyanjak
অশ্বের,ashwer
বৃষ্টিধারায়,vrushtidhara
বারিবিন্দু,baribindu
বিষাদময়,vishadamaya
সৌম্যগম্ভীরমূর্তি,saumyagambhirmurti
প্রেমপূর্ণ,prempurna
উজ্জল,ujjal
শোকবিহ্বলা,shokavihbala
সঙ্গিনীরা,sanginira
দীর্ঘশ্বাসশূন্য,dirghashvasashunya
পাগলিনী,paglini
কাঁদিতেন,kanditen
কথাপৃথিবীর,kathaprithvir
শুন,shun
দাঁড়াও,danda
ভাবিব,bhavib
স্থায়িত্ব,sthyitva
চরণচিহ্নও,charanchihno
কিছুক্ষণেই,kissukshanei
ধূলিতে,dhulite
পুণ্যস্তূপের,punyastuper
অঙ্কুরিত,ankurit
পথিকদিগকে,pathikdigake
উপায়মাত্র,upaimatra
আমারকখনো,amarkakhano
ধূলিকে,dhulik
হাতগুলি,hadguli
স্তূপকে,stupake
পাগুলি,paguli
যাঁহা,yanha
যাতা,yata
তাঁহা,tanha
হইএ,haie
মঝু,majhu
গাতা,gata
চরণগুলি,charanguli
রুনুঝুনু,runujhunu
শান্তদেহে,shantadeh
শ্রান্তপদে,shrantapadev
হিমস্পর্শ,himasparsh
কাকের,kaker
বাঁশবন,bansavan
আম্রমুকুলের,amramukuler
কেশর,kesar
মিলাইতেছিল,militecil
তরুতলে,tarutle
বাড়িমুখে,barimukhe
মুছিল,muchhil
শান্তমুখে,shantamukhe
চরণস্পর্শ,charansparsh
উহূ,uhu
ফেলিতেছি,phelitechi
জরা,jara
হাসিও,hasio
কান্নাও,kannao
গৃহই,grihi
অভ্যাগতকে,abhyagatake
পদগৌরবের,padagauraber
চরণচিহ্ন,charanchihn
রামকানাইয়ের,ramkanaier
নির্বুদ্ধিতাযাহারা,nirbuddhitayahara
গুরুচরণের,gurucharaner
তিলকে,tilake
চিংড়িমাছের,chindimacher
চচ্চড়ি,chachchadi
স্তূপাকৃতি,stupakriti
চর্বিত,charvit
অন্নপাত্রটি,annapatrati
রামকানাই,ramkanai
কাগজকলম,kagajakalam
ধর্মপত্নী,dharmapatni
বরদাসুন্দরীকে,vardasundarike
সরিতেছিল,saritechhil
নবদ্বীপ,nabadwip
জ্যাঠামহাশয়ের,jathamhashyer
পৃথগন্ন,pruthgann
নবদ্বীপের,nabadwiper
নবদ্বীপকে,nabadwipake
কলমটা,kalamta
বক্ররেখা,bakrarekha
মায়াকান্না,myakanna
বুদ্ধিনাশ,buddhinash
মেজোবউ,mejobu
বুদ্ধিনাশের,buddhinasher
অবসরমত,avasaramat
মুখাগ্নি,mukhagni
শ্রাদ্ধশান্তি,shraddhashanti
ডফ্‌,dof
অখাদ্য,akhadya
সেইটাতে,seitate
ক্রিশ্চান,chrischan
গোমাংস,gomas
সদ্যমৃত,sadyamrut
পিণ্ডনাশ,pindnash
প্রতিশোধের,pratishodher
পরকালে,parkale
ইহলোকে,ihaloke
জ্যাঠামহাশয়,jathamhashya
বরদাসুন্দরীর,vardasundari
বউঠাকুরানী,bauthakurani
দীর্ঘপদ,dirghapad
দাসীও,dasio
যোজনাপূর্বক,yojnapurvak
শোকসংগীতে,shokasangite
কাগজখণ্ড,kaagajakhand
লয়ভঙ্গ,layabhang
ভাবেরও,bhabero
রামকানাইকে,ramkanaike
গাড়িসমেত,gaddismet
গাড়োয়ানের,gadwaner
ফোঁস্‌,phouis
মলেই,malei
ডাইনীকে,dinike
পাথারে,pathar
ভাসাবে,bhasave
দ্বিতীয়পক্ষকে,dvitiyapakshake
ভণ্ডুল,bhandul
বুদ্ধিসুদ্ধির,buddhisuddhir
কর্মনাশা,karmanasha
বরদাসুন্দরী,vardasundari
নবদ্বীপচন্দ্র,nabadwipachandra
উইলজালের,wiljaler
উইলখানি,wilkhani
নামসহি,namsahi
সহি,sahi
গৃহপোষ্য,grihposhya
জুটাইব,jutib
নেও,neo
ছুতো,chhuto
জাতিতে,jaatite
বাৎসল্যের,baslyer
ক্ষুর,kshur
মধুরতার,madhurtar
সপিনা,sapina
মর্মগ্রহণের,marmagrahaner
হাড়জ্বালানী,haijwalani
ডাকিনী,dakini
জ্যাঠার,jathar
করিয়াছিস,kariachis
নিজমূর্তি,nijmurti
চক্ষুখাদিকা,chakshukhadika
ভর্তার,bhartaar
পরমায়ুহন্ত্রী,paramayuhantri
অষ্টকুষ্ঠীর,astakushtir
সৎকুলপ্রদীপ,sakulapradeep
কনকচন্দ্র,kanakachandra
ডাকিনীর,dakini
মন্ত্রগুণে,mantragune
মূঢ়মতি,moodhmati
জ্যেষ্ঠতাতের,jyeshthatater
বুদ্ধিভ্রম,buddhibhram
সুবর্ণময়,subarnamoy
তর্জনগর্জন,tarjangarjan
জয়শ্রী,jaishree
মৃতপ্রায়,mritapraia
শুষ্কওষ্ঠ,shushkosht
শুষ্করসনা,shushkarasana
সাক্ষ্যমঞ্চের,sakshyamancher
কাঠগড়া,kathgda
বক্রগতিতে,bakragatite
অ্যাটর্নিকে,atrnik
জোভ,zov
ধরেছিলুম,dharachhilum
দিদিকে,didike
সাক্ষ্যে,saakshye
বুড়োকে,buroke
কারাবরুদ্ধ,karavaruddha
খুঁজিলে,khunjile
সর্বকর্মপণ্ডকারী,sarvakrmapandkari
মণিহারাসেই,maniharasei
জীর্ণপ্রায়,jirnpraia
বাঁধাঘাটের,baandaghater
বোটের,boter
নমাজ,namaj
আকাশপটে,akashapte
উপাসনা,upasana
রেখাহীন,rekhahin
ভাষাতীত,bhashathit
ফিকা,fika
ইস্পাতের,ispater
জরাগ্রস্ত,jaragrast
অশ্বত্থমূল,ashwatthamul
বিদারিত,bidarit
ঝিল্লিমুখর,jhellimukhar
স্বল্পাহারশীর্ণ,swalpaharshirn
ভাগ্যলক্ষ্মী,bhagyalakshmi
চাক্‌রের,chakrer
জীর্ণসংস্কার,jirnsanskar
বিহীন,vihin
ইঁহারও,iharo
মটকার,matakar
ফিরিতেছেন,firitechen
যেসময়,yesma
আগন্তুক,aagantuk
সোপানপার্শ্বে,sopanparshve
আসনগ্রহণ,asanagrahan
রাঁচি,ranchi
হরীতকী,haritaki
কৌতুহলনিবৃত্তি,kautuhalanivritti
বায়ুপরিবর্তন,bayuparibartan
ছয়বৎসর,chhaibasar
গ্রেন্‌,grean
খাইতেছি,khaitechhi
জীর্ণবাড়ি,jirnabari
গুপ্তধনের,guptadhaner
অভিশাপগ্রস্ত,abhishapagrast
ইস্কুলমাস্টার,iskulmaster
টাকের,taker
উজ্জ্বলতায়,ujjalta
কোল্‌রিজের,colriger
রন্ধনকার্যে,randhankare
পূর্বাবস্থার,purvavasthar
প্রেতমূর্তির,pretamurthy
ফণিভূষণ,fanibhusan
পিতৃব্য,pitruvya
দুর্গামোহন,durgamohan
ব্যবসায়ের,vyavsayer
ধরিয়াছিল,dhariwachil
শিখিয়াছিলেন,shikhiachillen
জুতাসমেত,jutasmet
সম্ভাবনামাত্র,sambhabanamatra
দেখিবামাত্রই,dekhivamatrai
অ্যাসিস্ট্যান্ট্,assistant
সার্জনকে,sarjanke
অশন,eashan
ভূষণও,bhushano
স্ত্রীজাতি,strijati
স্বামীই,swami
নির্ধন,nirdhan
শিঙে,shine
কলাগাছে,kalagache
ঘষিবার,ghashibar
পুরুষকে,purushake
মাতামহীদের,matamahider
শতলক্ষ,shatalaksh
বরুণাস্ত্র,varunastra
নাগপাশবন্ধনগুলি,nagapashabandhanguli
নিস্ফল,nisphal
স্ত্রীরও,strirao
নবসভ্যতার,navasabhyataar
শিক্ষামন্ত্রে,shikshamantre
বিধাতাদত্ত,vidhatadatt
বর্বরতা,barbarta
দাম্পত্যসম্বন্ধটাকে,dampatyasambandhtake
অভাগা,abhaga
ভালোমানুষটি,valomanunti
ব্যবসায়েও,vyavsaeo
দাম্পত্যেও,dampatyeo
ফণিভূষণের,fanibhusaner
মণিমালিকা,manimalika
অশ্রুবর্ষণে,ashruvarshane
বাজুবন্ধ,bajubandh
যন্ত্রস্বরূপ,yantraswarup
যন্ত্রটিও,yantratio
সুচারু,sucharu
চাকায়,chaka
জোগাইবারও,jogaibaro
ফুলবেড়ে,phulbede
বাণিজ্যস্থান,banijyasthan
কর্মানুরোধে,karmanurodhe
ফুলবেড়ের,phulbeder
উপকারার্থেই,upkararthei
রাখিলেই,rakhilei
পাড়াপ্রতিবেশিনীদের,padapratibeshinider
উপলক্ষ্য,upalakshya
বৈষ্ণবীকে,vaishnavike
আদরগুলা,adargula
যৌবনশ্রী,yaubanshri
চৌদ্দবৎসরের,chauddbasrer
জ্বালাযন্ত্রণা,jvalayantrana
সুদীর্ঘকাল,sudirghakal
কৃপণের,kripaner
ঘনপল্লবিত,ghanapallavit
অতিসতেজ,atisatej
মণিমালিকাকে,manimalikake
নিষ্ফলা,nishphala
মণিমাণিক্য,manimaniky
বসন্তপ্রভাতের,basantaprabhater
নবসূর্যের,navsuryer
বরফপিণ্ডটা,barphapindata
স্নেহনির্ঝর,snehnirjhar
বহাইয়া,bahaia
সঞ্চীয়মান,sanchiyaman
আশ্রয়স্বরূপে,ashrayswarupe
চব্বিশঘণ্টা,chaubisghanta
ঘরকর্‌‌‌নার,gharkarnar
পাতিব্রত্যটা,patibratyata
পতির,patir
তৌল,taul
অব্যক্তের,avyakter
সুস্পষ্টের,suspashter
অণুপরমাণুর,anuparmanu
বিপুলতা,bipulata
ভালোবাসাবাসির,bhalobasabasir
সুসূক্ষ্ম,susukshma
বোধশক্তি,bodhshakti
পুরুষমানুষকে,purushamanuke
তিলপরিমাণ,tilpariman
ভঙ্গীটুকু,bhangituku
ভঙ্গীর,bhangir
চুনিয়া,chunia
জীবনব্যবসায়ের,jivanvyabasayer
তরণী,tarani
তরিয়া,taria
ভালোবাসামান,bhalobasaman
কবিরা,kavira
রন্ধনে,randhane
শূন্যগহ্বর,shunyagabar
হীরামুক্তার,hiramuktar
ঢালিত,dhalit
শূন্যই,shunyai
খুড়ির,khuri
নব্যবাবু,navyababu
শৃগালগুলা,shrugalgula
গল্পস্রোতে,galpasrote
মিনিটকয়েকের,minuteceker
সভাভূমিতে,sabhabhumite
শৃগালসম্প্রদায়,shrugalsamprada
ইস্কুলমাস্টারের,iskulmastere
ব্যাখ্যাত,vyakhyath
দাম্পত্যনীতি,dampatyaniti
নবসভ্যতাদুর্বল,navasabhyatadurval
আচরণেই,achranei
ভাবোচ্ছ্বাস,bhabochswas
ফাঁড়া,phanda
অব্যবসায়ীর,avyavsayir
লাখদেড়েক,lakhderek
পালভরে,palvare
মহাজনদের,mahajanader
নায়িকাকে,nyikake
সন্তর্পণে,santarpane
নায়ককেও,nayakkeo
হ্যাণ্ড্‌নোটের,handnoter
বাক্যস্খলন,bakyaskhalan
জড়িমা,jadima
বেপথু,bepthu
দুর্বলভাবে,durvalbhave
বলকে,balke
স্বেচ্ছাপূর্বক,swechhapurvak
বাহুবল,bahubal
তর্কসূত্র,tarksutara
বৃহদাকার,vrihadakar
চিত্তবৃত্তিকে,chittavrittike
তনিমার,tanima
অনুবীক্ষণে,anuvikshane
ফণিভূষণকে,fanibhusanke
অশিক্ষিতপটুত্ব,ashikshitptutva
বহুকালাগত,bahukalagata
কোনোটাতেই,conotates
সুতরাৎ,sutara
গ্রামসম্পর্কে,gramsamprk
দূরসম্পর্কে,doorsmpark
মণিমালিকার,manimalikar
গোমস্তার,gomstar
আত্মীয়তার,atmiyatar
বেতনেরও,betnero
বুদ্ধিমানেরা,buddhimanera
গহনাতে,gahanaate
পড়িবেই,padibe
রূপকমাত্র,rupakamatra
মধুসূদন,madhusudan
ঠাওরাইল,thaurail
আষাঢ়শেষের,ashanshesher
ঘনমেঘাচ্ছন্ন,ghanmeghaiann
দেহপ্রাণের,dehpraner
মধুসূদনকে,madhusudanke
কর্ত্রীকে,kartrike
ইকারকে,icark
ঈকার,ikar
দন্ত্য,dantya
সকে,sake
তালব্য,taalvy
ঠিকমতোই,thikamatoi
আঘাতটা,aghatta
ক্ষতিসম্ভাবনা,kshatisambhavana
অর্থসংগ্রহে,arthsangrahe
চিনিল,chinil
অন্যায়ে,anyay
ন্যায়দণ্ড,nadand
বজ্রাগ্নি,bajragni
নিহিত,nihit
দপ্‌,dap
দাবাগ্নির,daabagni
শ্রাবণমেঘের,shravanamegher
পাঁচছয়,panchya
অধ্যাত্মশক্তিতে,aadhyatmashaktite
প্রলয়ংকরী,pralaynkari
দণ্ডবিধি,dandabidhi
দিনদশেক,dindshek
বিপদুত্তীর্ণ,bipaduttirn
দীনপ্রার্থীভাব,dinprarthibhav
কৃতীপুরুষ,krithipurush
প্রয়াসের,praaser
শয়নাগারের,shaynagarer
গহনাপত্রের,gahanapatrer
উদ্দেশ্যহীন,uddeshyahin
সংসারপিঞ্জরের,sansarpinjrer
প্রাণপাত,pranapat
রাখিলেও,rakhile
হৃদয়খানির,hridaikhani
রক্তমানিক,raktamanik
মুক্তামালা,muktamala
সাজাইতে,sajaite
সর্বস্বজড়ানো,sarvaswajdano
অতিদূরে,atidure
তল্লাস,tallas
জন্মাষ্টমী,janmashtami
বৃষ্টিপাতশব্দে,vrushtipatashabdev
মৃদুতর,mridutar
শিথিলকব্জা,shithilkabja
দেওয়ালে,dewale
আর্টস্টুডিয়ো,artstudio
লক্ষ্মীসরস্বতীর,lakshmisaraswati
আলনার,alnar
চুড়িপেড়ে,chudipede
ডুরে,dure
সদ্যব্যবহারযোগ্যভাবে,sadyavyavharyogyabhave
ডিবায়,diba
আলমারির,almari
আবাল্যসঞ্চিত,avalyasanchit
এসেন্সের,esenser
ডিক্যাণ্টার,dicanter
বাক্সগুলি,baksaguli
গোলকবিশিষ্ট,golokvisisht
কুলুঙ্গিটির,kulungiti
ল্যাম্পটি,lampty
শেষমুহূর্তের,sheshmuhurter
জড়সামগ্রীর,jarsamgri
স্নেহস্বাক্ষর,snehaswakshar
জ্বালাও,jvala
যত্নকুঞ্চিত,yatnakunchit
শাড়িটি,sariti
পরো,paro
জড়সামগ্রীরাশিকে,jarsamgrirashike
গৃহকে,grihke
জগদ্‌ব্যাপী,jagadvyapi
যমালয়ের,yamalayer
অচিরকালের,achirkaler
মসীকৃষ্ণ,masikrishna
পটে,pate
নিকষ,nicksh
ঠক্‌ঠক্‌,thaktak
ঝম্‌ঝম্‌,jhammam
ফুঁড়িয়া,phundiya
ছায়াবৎ,chyab
মৃত্যুনিকেতনের,mrityuniketaner
গবাক্ষদ্বারে,gavakshadwar
অতিথিসমাগম,atithismagam
সোপানতল,sopantal
সত্যবৎ,satyav
জলপতনশব্দের,jalpatansabder
জাগরণই,jagranai
জগৎই,jagi
পরদিনেও,paradineya
দরোয়ানেরও,daroanero
অবৃষ্টিসংরম্ভ,avrushtisanrambh
আসন্নপ্রতীক্ষার,asannapratikshar
চিৎকারধ্বনি,chikaradhani
অদ্ভুতরস,adbhutaras
অনেকরাত্রে,anekratre
পূর্বদিনের,purvadiner
ইন্দ্রিয়শক্তিকে,indriyashaktike
শিঞ্জিত,shinjit
অন্দরমহলের,andaramhaler
গোলসিঁড়ি,golsindi
তুফানের,tuphaner
ডিঙির,dihir
চৌকাঠটি,chaukatti
বিদ্যুৎবেগে,vidyuveg
চিৎকারে,chikare
শাসিগুলা,shasigula
দোকানি,dokani
চাকরেরা,chakrera
তান্ত্রিকমতে,tantrikamate
নক্ষত্রগুলিকে,nakshatragulike
অত্যুজ্জ্বল,atyujjal
দেখাইতেছিল,dekhaitecil
জাগরণক্লান্ত,jagranklant
দুইরাত্রি,duiratri
তৃণশয়নে,trinshyane
অনন্তকালের,anantakaler
নদীকূলবর্তী,nadikulbarti
বিরলকক্ষে,viralakkshe
চোদ্দবৎসরের,choddbasrer
সন্ধিগতা,sandhigta
সুমধূর,sumadhur
আলোকস্পন্দন,alokaspandan
যৌবনস্পন্দনের,yauvanaspandaner
বসন্তরাগেণ,basantaragen
যতিতালাভ্যাং,yatitalavya
মোহমুদগরের,mohamudgarer
সংসারোহয়মতীব,sansarohayamativ
নিচেরকার,nicherkar
সাধকের,sadhaker
পূর্বরাত্রির,poorvaratri
দৃঢ়চিত্তে,druschitte
ধ্যানাসনে,dhyanasana
দ্বারীশূন্য,dwarishunya
গোলসিঁড়ির,golsindi
বিচিত্রসামগ্রীপূর্ণ,vichitrasamgripurna
মেলিল,melil
নবোদিত,nabodith
চন্দ্রালোক,chandralok
রতনচক্র,ratanchakra
প্রকোষ্ঠে,prakoshthe
কণ্ঠি,kanthi
সিঁথি,sinthi
আপাদমস্তকে,apadmastake
অস্থিতে,asthite
আভরণ,aabharana
হীরায়,hira
অলংকারগুলি,alankarguli
ঢল্‌ঢল্‌,falol
অস্থিময়,asthimoy
ঘনদীর্ঘ,ghanadirgh
দৃঢ়শান্তি,druuashanti
সভাগৃহে,sabhagruhe
আলাপের,alaper
শুভদৃষ্টিতে,shubhadrushtite
চক্ষুই,chakshui
বুজিতে,bujite
অঙ্গুলিসংকেতে,angulisankete
অস্তিতে,astite
ঝক্‌মক,jhakmak
হাড়েতে,hadete
পাশবদ্ধ,pashabaddha
পুত্তলীর,puttli
দীপহীন,diphin
খোয়াগুলি,khoaguli
অস্থিপাতে,asthipat
কড়্‌কড়্‌,karkad
ডালপালার,dalpalar
নিষ্কৃতির,nishkrutir
নিবিড়গন্ধ,nivirgandh
ছায়াপথে,chayapathe
জোনাকির,jonakir
ঝাঁকের,jhanker
আন্দোলনহীন,andolanhin
ঋজুগতিতে,rujugatite
বর্ষানদীর,barshandir
প্রবলস্রোত,prabalasrot
দীর্ঘরেখা,dirgharekha
ঝিক্‌ঝিক্‌,jhikjhik
ফণিভূষণও,fanibhushano
জলস্পর্শ,jalsparsh
পথপ্রদর্শক,pathpradarshak
অবাক্‌ভাবে,avakbhave
স্খলিতপদে,skhlitpadev
পরক্ষণে,parakshane
সুপ্তির,supti
থামিলেন,thamilen
থামিবামাত্র,thamivamatra
দিতেছি,ditechi
প্রকৃতিঠাকুরানী,prakrutithakurani
উপন্যাসলেখিকা,upanyaslekhika
নৃত্যকালী,nrityakali
পত্রআজ,patraj
শ্রীক্ষেত্রে,shrishetre
শামুকের,shamuker
খোলসের,kholser
জগদীশ্বরের,jagadishwarer
সম্বন্ধও,sambandho
মেজোবউয়ের,mejobuyer
সান্নিপাতিক,sannipatik
বাঁচল,banchal
বেটাছেলে,betacele
চুরিবিদ্যাতে,churividyate
নীরদকে,niradk
শেয়াল,sheyal
স্যক্‌রা,syakra
পৌঁছনো,ponchno
মেজবউকে,mejobuke
যকৃত,yakrut
অম্লশূল,amlashul
দুর্‌‌‍দুর্,durdur
গুণেও,gune
পেয়াদাগিরি,paadagiri
কাঁদিয়ে,kandie
খুঁতগুলি,khuguli
পন্ডিত,pandit
গঙ্গামৃত্তিকা,gangamrittika
গড়তেনআমার,gadtenama
কাটিয়েও,katieo
বুদ্ধিটার,buddhitar
ভাঙবেই,bhangbei
মেজোবউকে,mejobuke
চিনতেও,chinateo
উঠোনটুকু,uthontuku
নড়বার,narbar
উঠোনের,uthoner
জাব্‌না,jawna
গামলা,gamala
গোরুগুলো,gorugulo
গামলার,gamla
ধারগুলো,dhargulo
চেটে,chete
চিবিয়ে,chibie
খাব্‌লা,khabla
কাঁদত,kandat
এলুম,elum
বাছুরই,bachurai
খাওয়াতুম,khawatum
সম্পর্কীয়েরা,samparkiera
বসতুম,bastum
মুক্তিটুকু,muktituku
আশ্চর্য্য,aashcharyay
আঁতুড়ঘর,anturghar
আসবাবের,aswaber
অন্দরটা,andarta
সজ্জা,sajja
নড়তে,narte
দেওয়ালের,dewaler
উল্য়,uly
জিনিসটাই,jinistai
ছাইয়ের,chyer
আগুনকে,agunake
তাপটাকে,tapatake
আত্মসন্মান,atmasanman
অনাদরকে,anadrke
মেয়েমানুষকে,mayemanuke
ব্যাথাটা,bathata
আঁতুড়ঘরে,antughare
ভয়ই,bhayei
করেছেআমার,kareseamar
নিত্যকর্ম,nityakarm
গোরুবাছুর,gorubachur
গড়াতে,gadate
দরকারই,darkaari
দালানের,dalaner
ইঁটকাঠের,itkather
ছেটো,chheto
খুড়ততো,khurtto
স্বাভাব,swabhav
উঠেছ,utheh
নিরাশ্রয়,nirashra
অনিচ্ছাতে,anitchate
দরদে,darde
বোনটিকে,bontiqu
বিন্দুর,bindur
খাওয়াপরার,khawapara
দাসীবৃত্তিতে,dasivrittite
বিন্দুকে,binduke
সুবিধাদরে,suvidhadar
জেনেছেন,geneven
ঘটালুম,ghatalum
বেড়ালেন,bedalen
কোণও,coloo
ভোলাও,bholaw
আঁস্তাকুড়েও,astakureo
পরমাবশ্যক,paramavashyak
চারদিন,chardin
ঘামাচি,ghamachi
হোক্,hok
মারমূর্তি,marmurti
ধরেছ,dhareh
দিদিও,didio
পোড়াকপালি,porakapali
মেয়েটাকে,myetac
হাঁসপাতালে,hanspatale
পাঠাবার,pathabar
অজর,ajar
রাস্তাগুলো,rastagulo
আশ্রয়ের,ashryer
গেরোয়,gero
বইয়েতে,baiete
মিটত,mitt
বাঁধতুম,bandtum
নাড়তে,narte
চাড়তে,charte
সাজগোজের,sajagoger
উত্তরদিকের,uttardiker
পাঁচিলের,panchiler
নর্দমার,nardmar
গাবগাছ,gavgas
দেখতুম,dekhatum
গাবের,gaver
টক্,tak
টকে,tak
ধরাতলে,dharatle
জগতেও,jagte
আদরযত্ন,adaryatn
খিট্,khit
খিটের,khiter
চুরিতে,churite
কোনোরকমের,conorkamer
হাঙ্গামায়,hungama
বাড়িতল্লাসি,baritllasi
সিকে,sik
মতির,mati
এঁটো,ento
বাছুরকে,bachurke
মেজেছি,majesi
সুবুদ্ধিটা,subuddhita
প্রজাপতিদেবতার,prajapatidevtar
বাঁচলুম,banchalum
শুনলুম,shunlum
বরপক্ষেরা,barpakshera
বড়দিদি,baadadidi
দিনরাত্রে,dinratre
ভাবাই,bhawai
পাঁচদিন,panchdin
ধমকে,dhamke
পড়ছিল,parchhil
শাস্ত্রও,shastra
বিন্দি,bindi
পতিই,patii
খন্ডাতে,khandate
গৃহদেবতার,grihdevatar
ভয়েই,bhayei
দশাই,dashai
ভেড়া,bheda
জঠরাগ্নি,jathragni
খাওয়ানোর,khawanor
জড়সড়,jaivasad
কয়লার,kailar
উন্মাদ,unmad
তালাবন্ধ,talabandh
জাগা,jaaga
উৎপাতে,upate
থালাসুদ্ধ,thalasuddh
বেহারাটা,beharata
রাণীকে,ranike
শশুড়ি,shashuri
প্রচন্ড,prachand
রাগলে,ragale
বিয়েই,biei
ছুটবে,chhutve
শ্বশুড়বাড়ি,shvashurwari
ভাসুর,bhaasur
বাধিয়েছে,badhieng
কসাইয়ের,kasyer
দিক্‌,deek
তালাবদ্ধ,talabnadh
বাড়ালে,badale
ফেলছিল,felsil
কুষ্টরোগীকে,kustarogik
বেশ্যার,veshyar
পৌছে,pauche
জাগছিল,jagcil
অধমতম,adhamatham
কাপুরুষতার,kapurushatar
মানবজন্ম,manabjanma
পেরেছ,peresh
বাধিয়েছ,badhiesh
বাধিয়েছিলুম,badhiechhilum
আকি,aki
মামলায়,mammla
ডাকতুম,daktum
পালিয়েছে,palies
খুড়িমা,khudima
ফ্যাসাদ,fasad
বাধিয়ে,badhie
ল্যাঠা,latha
পারলি,parli
মরেছে,mareque
ভাইপোটার,vipotr
নিয়েছিলুম,niechhilum
চটে,chate
ফ্যাশান,fyashan
তামাশাটা,tamashata
বীরপুরুষদের,birpurushader
বিন্দিটার,binditr
চিন্তে,chinte
ধরনে,dharne
চটিয়ে,chattie
এমটা,emta
পতিদেবতাকে,patidevathake
বিশ্বদেবতাকেই,bishwadebtakei
বড়ালের,baraler
জোরই,jori
মানবজন্মের,manabjanmer
যমুনাপারে,yamunapar
নিরানন্দের,niranander
বুদ্‌বুদটা,budbudata
ঋতুর,rutur
অন্দরমহলটার,andramhalter
পেরতে,perte
ভুবনে,bhuvan
ইটঁকাঠের,itankather
আড়ালটার,adalter
মরতেই,martei
দীনতার,dintar
নাগপাশ,nagapasha
বন্ধনেরই,bandhneroi
আনন্দলোকের,anandloker
রাজমিস্ত্রির,rajmistri
জয়পতাকা,jaipataka
উড়ছে,urche
গলিকে,galik
সন্মুখে,sanmukhe
মেঘপুঞ্জ,meghpunj
দিয়েছিলে,diesile
মেয়েটাই,myetai
আবরণখানা,abrankhana
আনাদৃত,anadrut
মীরাবাঈও,mirabai
শিকলও,shikalo
মীরাবাঈ,mirabai
ছাড়ুক,charuk
মীরা,mira
চরণতলাশ্রয়ছিন্ন,charantlashrayain
