bangla word,translitered bangla word
নির্ধারণ,nirdharan
অবধারণ,abadharan
ব্যবস্থাপন,vyavasthapan
দুর্বলতা,durbalata
শক্তিহীনতা,shaktihinta
বলহীনতা,balhinta
অশক্ততা,ashaktta
শক্তিবৈকল্য,shaktibekalya
অসামর্থ্য,asamrthya
নির্বিবাদ,nirvibad
অবিবাদিত,avivadit
বিবাদহীন,vivadahin
বিবাদরহিত,vivadarhit
অবিবাদ,avibad
নিশ্বাস,niswas
প্রশ্বাস,praswas
নিষ্কপটতা,nishkapatta
ছলহীনতা,chhalhinta
নিশ্চলতা,nishchalata
কপটহীনতা,kapathinata
ঋজুতা,rujuta
অকুটিলতা,akutilata
সাধুতা,sadhuta
নিষ্কাসন,nishkasana
নিস্বার্থ,niswarth
অস্বার্থ,aswarth
নীতিশাস্ত্র,nitishastra
নীতিবিদ্যা,nitividya
আচারশাস্ত্র,acharshastra
লেবু,labu
অম্লসার,amlasar
নেপথ্য,nepthy
নেপথ্য_গৃহ,nepthy_grih
নৌসেনাধক্ষ্য,nousenadhakshya
নৌসেনা_অধক্ষ্য,nousena_adhakshya
জলসেনা_অধক্ষ্য,jalsena_adhakshya
জলসেনাধক্ষ্য,jalsenadhakshya
পাঁচ,panch
৫,5
পঁচানব্বই,panchanbbai
৯৫,95
পরোপকারিতা,paropakarita
পনেরো,panero
১৫,15
পরিষ্কার_দেওয়া,parishkar_dewa
পঞ্চান্ন,panchann
৫৫,55
পঁচাত্তর,panchattar
৭৫,75
পঞ্চাশ,panchash
অর্ধশত,ardhshat
৫০,50
পঁচাশি,panchashi
৮৫,85
পরাজিত_করা,prajeet_kara
মাত_করা,maat_kara
পরাস্ত_করা,paravast_kara
দুঃখ_দেওয়া,duhkh_dewa
শিশির,shishir
শিশির_ঋতু,shishir_rutu
পত্রকারিতা,patrkarita
পত্রব্যবহার,patravyanhar
পত্র-ব্যবহার,patr-vyabhhar
চিঠি-পত্র,chithi-patr
পত্রাচার,patrachar
মার্গদর্শক,margadarshak
পথপ্রদর্শক,pathpradarshak
মার্গ-দর্শক,marg-darshak
পথ-প্রদর্শক,path-pradarshak
প্রদর্শক,pradarshak
পরম,param
পরমানবিক,paramanvik
অ্যাটমিক,atmik
অপরিগৃহীত,aparigruhith
পর্ণকুটির,parnkuti
পর্ণকুটিকা,parnkutika
পর্ণ-শালা,parn-shala
পর্ণশালা,parnshala
তৃণকুটির,trunkuti
বায়ুমন্ডল,byumandal
দিলখোলা,dilkhola
পশুপালন,pashupalan
পশু-পালন,pashu-paalan
হজম_ক্রিয়া,hajam_cria
বিপাক,bipak
আহারপাক,aharpak
পাঠ্যক্রম,pathyakram
পাঠ্য-ক্রম,pathy-kram
পাঠ্যচর্চা,pathyacharcha
পরিমিতি,parimiti
বর্ডার,barder
সীমারেখা,simarekha
দেখাশোনা_করা,dekhashona_kara
পালনপোষণ_করা,palanposhan_kara
পালি,pali
পালি_ভাষা,pali_bhaasha
পাদানি,padani
পা_দান,pa_daan
পিছন,pipen
মিশ্রিত_করা,mishrit_kara
সম্মিশ্রিত_করা,sammishrit_kara
পেতল,petal
পিতল,pital
পিঙ্গল,pingal
রাজপত্রী,rajpatri
সুলোহক,sulohak
পুনরাগমন,punragman
প্রত্যাগমন,pratyagman
পুনরাবর্তন,punrabrtan
প্রত্যাবর্তন,pratyavartan
পুনরুদ্ধার,punruddhar
জীর্ণোদ্ধার,jirnoddhar
পুননির্মাণ,punanirman
পুনর্রচনা,punarrachana
পুনর্বিবাহ,punarvivah
জিজ্ঞাসাবাদ,jigyasabad
৪৫,45
পঁয়ষট্টি,pashatti
৬৫,65
পৌত্রী,pautri
প্রকাশিত,prakashith
প্রজনন,prajanan
কর্ম_কারক,karm_carak
প্রত্যয়,pratyaya
পরসর্গ,parasarg
প্রশ্নাবলী,prashnabali
প্রশ্নমালা,prashnmala
প্রাকৃত,prakrit
প্রাকৃত_ভাষা,prakrit_bhaasha
অর্ধমাগধী,ardhmagadhi
অর্ধমাগধী_ভাষা,ardhmagadhi_bhaasha
প্রায়শ্চিত্ত,praiashchitt
নিষ্কৃতি,nishkruti
প্রাধ্যাপক,pradhyapak
প্রফেসর,praphesar
প্রবর্তিত,pravaratet
অভিমান,abhimaan
বিদীর্ণ,vidirn
পিছনে_তাকানো,pittne_takano
ফিসফিস_করা,fisphis_kara
কানে_কানে_কথা_বলা,kaane_kaane_katha_bala
ফেরত,ferat
ফেরি,ferry
অপ্রসূতু,aprasutu
নিষ্ফলা,nishphala
বিভক্ত_করা,bibhak_kara
বাজা,baja
বত্রিশটা,batrishta
বেরঙা,berana
বদল_করানো,badul_karano
বদলি_করানো,badli_karano
বিরাশি,viraashi
৮২,82
উপভোগ_করা,upavog_kara
প্রয়োগ_করা,prayog_kara
বলপূর্বক,balpurvak
জবরদস্তি,javaradsti
সহন,sahan
সহ্য,sahya
শ্লেষ্মা,shleshma
দুগর্ন্ধ_ছড়ানো,dugrndh_chhadano
দুর্গন্ধিত_করা,durgndhit_kara
বাহাত্তর,bahattar
৭২,72
প্রবাহিত_হওয়া,pravahit_haoya
বহুরূপী,bahurupi
রূপধারী,rupdhari
বিভাজিত_করা,vibhajit_kara
অংশ_করে_নেওয়া,aansh_kare_newa
বাঁ,baan
বাম,balm
বুনন,bunan
বুননকার্য,bunankarya
বয়ন,bayan
খিটখিট_করা,khitkhit_kara
সহজাতি,sahajati
জাতভাই,jaatvai
ভারবাহক,bharvahak
ভারবাহী,bharvahi
কাপুরষতা,kapurshata
ভীরুতা,bhiruta
বিষ্যুত_রেখা,vishyuth_rekha
ভূমধ্যরেখা,bhumadhyarekha
বিষুব_রেখা,vishub_rekha
ধ্রুবরেখা,dhrubarekha
ঠিক-ঠাক,thik-thak
ভীষণতা_ভয়াবহতা,bhishanta_vyabahta
বিভীষিকা,vibhishika
জোকার,jokar
বিদূষক,vidushak
বাহুবল,bahubal
ভূজবল,bhujval
শারীরিক_শক্তি,sharirik_shakti
ভূ-ভৌতিকী,bhu-bhautiki
ভূভৌতিকী,bhubhautiki
ভূ-বিজ্ঞান,bhu-vigyan
ভূবিজ্ঞান,bhuvigyan
ভূশাস্ত্র,bhushastra
ভূগর্ভশাস্ত্র,bhugarbhashastra
ভূ-শাস্ত্র,bhu-shastra
ভূ-গর্ভ-শাস্ত্র,bhu-garbha-shastra
ভূগর্ভ-শাস্ত্র,bhugarbha-shastra
চেঁচানো,chenchano
ভোঁ-ভোঁ_করা,bhon-bhon_kara
ভ্রষ্টাচার,bhrastachar
ভৌগলিক,bhauglik
ভূগোলীয়,bhugolian
দাঁত_মাজন,daant_majan
দাঁতমাজন,daantamajan
দন্তমাজন,dantamajan
মাজন,majan
টুথপাউডার,toothpauder
মন্ত্রালয়,mantralaya
মন্ত্রীমন্ডল,mantrimandal
মন্ত্রী-মন্ডল,mantri-mandal
মাঝারি,majhari
মাঝ,maz
আকাশগঙ্গা,akashganga
মন্দাকিনী,mandakini
ত্রিদশাদীর্ঘিকা,tridashadirghika
ছায়াপথ,chayapath
মকররেখা,makarrekha
মকর_রেখা,makar_rekha
জালজীবি,jaljibi
মতাধিকার,mataadhikar
ভোটাধিকার,bhotadhikar
জলপরী,jalpari
জল-পরী,jal-pari
মত্সকন্যা,matsakanya
মত্সাঙ্গনা,matsangna
মত্সনারী,matsanari
জলকন্যা,jalkanya
মন্থন_করা,manthan_kara
মন্থন,manthan
মধুরতা,madhurta
মিষ্টতা,mishtata
মিষ্টভাব,mishtabhav
মাধুর্য,madhurya
মধ্যমা,madhyama
কর্ণিকা,karnika
মধ্যাবকাশ,madhyabkash
মনের_মতো,maner_mato
স্বেচ্ছাপ্রণোদিত,swecchapranodith
অনিয়ন্ত্রিত,aniyantrit
মনোবিজ্ঞান,monobigyan
মনোবিদ্যা,monovidya
মানসশাস্ত্র,manasashastra
মানস_শাস্ত্র,manas_shastra
সাইকোলজি,cicologi
মানস-বিজ্ঞান,manas-vigyan
মৃত্যুপরান্ত,mrityuparant
মৃগতৃষ্ণা,mrigatrishna
মৃগ-মরীচিকা,mrug-marichika
মৃগতৃষ্ণিকা,mrigatrishnika
মরীচিকা,marichika
হত্যা_করানো,hatya_karano
মোচড়,mochad
বাঁক,baank
ব্যবর্তন,vyavartan
শব_পরীক্ষণ,shab_parikshan
শব_পরাক্ষী,shab_parakshi
শবপরীক্ষণ,shabaparikshan
শবপরীক্ষা,shabapariksha
পোস্টমর্টেম,postmartem
মশাল,mashaal
দোয়াত,doyaat
মসিপত্র,masipatra
মসিদানি,masidani
মসিধান,masidhan
মহা_কাব্য,maha_kavya
মহাকাব্য,mahakavya
পৌরপ্রধাণ,porapradhan
মেয়র,meyar
মহাজনের_কাজ,mahajner_kaaj
মহাধমনী,mahadhamani
প্রধাণ-মন্ত্রী,pradhan-mantri
মহানুভব,mahanubhav
মহাসচিব,mahasachib
স্ত্রীপ্রজাতি,striprajati
মানবশাস্ত্রী,manavashastri
মানববিজ্ঞানী,manabvigyani
মাসের,masser
মালতী,malati
মালকিন,malkin
মিষ্টভাষী,mishtabhashi
সুভাষী,subhashi
অল্পাহার,alpahar
মিতাহার,mitahar
লঙ্কা,lanka
মুষ্টিযুদ্ধ,mushtiyuddh
বক্সিং,baktsing
মুখোশ,mukhosh
স্থূলতা,sthulata
মুড়িয়ে_নেওয়া,murie_newa
মুন্ডন_করা,mundan_kara
মুদ্রণালয়,mudranalaya
ছাপাখানা,chapakhana
মন্দ_হাসি,mand_hasi
মূত্রত্যাগ_করা,mootratyag_kara
প্রস্রাব_করা,prasrav_kara
মূত্রাশয়,muthrashay
প্রস্রাবঘর,prasravagarh
মেথি,methi
মেথিকা,methika
শালিনী,shalini
মৌখিক,moukhik
রাজপরিবার,rajpariwar
নৃপ_কুটুম্ব,nrip_kutumb
বৈধশালা,baidhshala
জন্তর-মন্তর,jantar-mantar
যন্ত্রশালা,yantrashala
যন্ত্রগৃহ,yantragruh
বৈধগৃহ,baidhgruh
মানমন্দির,manmandir
অবর্জাভেটরি,avarjavatori
ইচ্ছানুসারে,icchanusar
ইচ্ছানুকুল,icchanukul
যথেচ্ছ,yathecch
গোছা,gochha
গুচ্ছ,guchchha
এইভাবে,eivave
এইরূপ,eirup
এমন,eman
যোগদান,yogadan
রক্তস্রাব,raktasrav
রুধিরস্রাব,rudhirsrav
রক্তপাত,raktapat
অনুরক্ষণ,anurakshan
অধিকর্ম,adhikarm
রচনাত্মক,rachanatmak
সৃজনাত্মক,srujanatmak
রসিকতা,rasikta
রঙমেজাজি,rangmejaji
লোকগীতি,lokgiti
লোক_গীতি,lok_geeti
রেখাচিত্র,rekhachitra
রেখা-চিত্র,rekha-chitra
আরেখ,arekh
রোমকূপ,romakup
রোমরন্ধ্র,romarandhra
লোমরন্ধ্র,lomarandhra
লোমকূপ,lomakup
লম্ব,lumb
লঘুত্ব,laghutva
নেপালি,nepali
নেপালবাসী,nepalbasi
নেপাল_বাসী,nepal_basi
নেপাল-বাসী,nepal-basi
লভ্যাংশ,lavyansh
লালা,lala
হিসাবরক্ষক,hisabarkshak
গণক,ganak
লেখাকর্মী,lekhakarmi
অ্যাকাউন্টেন্ট,acountaint
গাণনিক,gannik
জমানবিশ,jamanvish
লেখিকা,lekhika
লোকনৃত্য,lokanritya
লোক-নৃত্য,lok-nritya
লোকসেবায়,lokseva
জনসেবায়,janseba
লোকসেবা,lokseva
জনসেবা,janseva
লোকসেবা_নিগম,lokseva_nigam
লোক_সেবা_নিগম,lok_seva_nigam
শুয়ে_পড়া,shuy_pada
লবঙ্গ,labanga
বজ্রপাত,bajrapat
বজ্রাঘাত,vajraghat
বিদ্যুতপাত,vidyuthpat
শব্দজাল,shabdajal
কথারজাল,katharjal
পাঠাগার,pathagar
চিন্তাশীল,chintashil
বাদানুবাদ,badanubad
বাদ-বিসম্বাদ,baad-bismbad
বাদ-বিবাদ,baad-vibad
বাকপটু,bakptu
আবহাওয়া_সংক্রান্ত,abhawa_sakrant
স্থাপত্যশিল্প,sthapatyashilp
স্থাপত্যকলা,sthapatyakala
স্থাপত্য_কলা,sthapatya_kala
নির্মাণ_শিল্প,nirman_shilp
বাস্তুকলা,bastukala
বিকিরণ,bikiran
বিড়ম্বনা,virmbana
বিনাশকর্তা,vinashkarta
রেচক_পদার্থ,rechak_paxarth
বিদুষক,vidushak
বিদ্যুতশক্তি,vidyutashakti
সঙ্কট_কাল,sankat_kaal
বিপদকাল,bipadkal
আপত্কাল,apatkal
সঙ্কট-কাল,sankat-kaal
বিভক্তি,vibhakti
রেচক,rechak
বিতর্কমূলক,vitarkamulak
বিরোধাভাস,virodhavas
বিশেষণ,viseshan
বিশ্বকোষ,vishwakosh
বিষুব,vishub
বিহীন,vihin
রহিত,rahit
বৃক্ষরোপণ,vruksharopan
বর্ষণ,varshan
সাংবিধানিক,sanvidhanik
বিধিসম্মত,bidhisammat
ব্যাকারণবিদ,vakarnavid
ব্যবস্থাপনা,vyavasthapana
ব্যাকারণ,vakaran
ব্যাপী,vyapi
ব্যাপ্ত,vapt
পরিব্যাপ্ত,parivyapt
ব্যুতপত্তি,vyutapatti
শতাব্দী,shatabdi
ফটো,photo
ছায়া-চিত্র,chaya-chitra
একশ,ekash
একশত,ekashat
১০০,100
100,100
শতায়ু,shatayu
ধীরে,dhir
আস্তে,aste
আস্তে_করে,aste_kare
শব্দাংশ,shavdansh
শব্দতালিকা,shabdatalika
শাপগ্রস্ত,shapagrast
শাস্ত্রজ্ঞ,shastrajna
শিলালেখ,shilalekh
শিল্পবিদ্যা,shilpavidya
ক্যাম্প,camp
শিষ্টাচার,shishtachar
অভ্যর্থনা,abhyarthana
আতিথেয়তা,atitheyata
শীতলীকরণ,shitalikaran
শীতলীভবন,shitalibhavan
ঘনীভবন,ghanibhavan
শীর্ষ-বিন্দু,sheersh-bindu
শীর্ষভাগ,shirshabhag
শুভকামনা,shubhakamana
সেবা-শুশ্রুষা,seva-shushrusha
শুশ্রুষা,shushrusha
সুশোভিত,sushobhit
অন্বেষণকারী,anweshankari
শৌচ,shauch
শৌচকর্ম,shauchakarma
মল_ত্যাগ,mal_tyag
শ্রদ্ধেয়,shraddheya
শ্রীমতি,shrimati
শ্রীমান,shriman
শ্রুতিলিপি,shrutilipi
কৃতিত্ব,krititva
শ্রোতা,shrota
শ্লেষ,shlesh
সন্দিগ্ধতা,sandigdhata
সম্পাদক,sampadak
সম্পূর্ণতা,sampoornta
পূর্ণতা,poornata
শঙ্কাপ্রবণ,shankapravan
সংশয়শীল,sanshayshil
অপ্রত্যয়ী,apratyayi
সংশয়ী,sanshayi
শৃঙ্গার_করা,shrunga_kara
সজ্জিত_হওয়া,sajjit_haoya
সাজগোজ_করা,sajagoj_kara
সংশোধন_করা,sanshodhan_kara
শোধন_করা,shodhan_kara
সংস্কৃতি,sanskruti
স্মৃতিকথা,smritikatha
অঙ্গীকারপত্র,angikarpatra
অনুবন্ধ-পত্র,anubandh-patr
শর্তনামা,shartanama
বন্ড,bond
পচে_যাওয়া,pache_yawa
শুণ্য_স্থান,shunya_sthan
খালি_স্থান,khali_sthan
খালি_জায়গা,khali_jaga
রিক্ত_স্থান,rikt_sthan
সত্যনিষ্ঠা,satyanishtha
সত্যাগ্রহ,satyagrah
শিক্ষাবর্ষ,shikshavarsh
সংজ্ঞাহীন,sangyahin
সংজ্ঞাশূণ্য,sangyashunya
সপ্তর্ষি,saptarshi
সমর্পণ,samarpan
সালিশ,salish
সালিশসভা,salishsabha
সাথে,saathe
সহিত,sahit
সমেত,samet
গ্রামপ্রধান,grampradhan
পঞ্চায়েতপ্রধান,panchayetapradhan
সর্বজ্ঞ,sarvajna
সর্ববিত্,sarvavit
সর্বনাম,sarvanam
সর্বব্যপী,sarvavyapi
সর্বব্যাপক,sarvavyapak
সর্বব্যাপ্ত,sarvavyapt
অভিব্যাপক,abhivapak
সর্বশক্তিমান,sarvashaktimaan
সর্বশক্তিশালী,sarvashaktishali
সন্দিহান,sandihan
স্বাভাবিক_প্রবৃত্তি,swabhavik_pravrutti
সহজ_প্রবৃত্তি,sahaj_pravrutti
সহপাঠী,sahapathi
সতীর্থ,satirtha
অংশীদারী,anshidari
সহশিক্ষা,sahashiksha
সংখ্যাতত্ব,sankhyatatva
সাম্প্রদায়িক,sampradawik
সাক্ষরতা,saksharata
সারণী,sarani
বার্ষিক,barshik
সাহচর্য,saahacharya
খুঁট,khut
পুনরাবলোকন,punrablokan
কুঁচকানো,kuckano
সঙ্কুচিত_হওয়া,sankuchit_haoya
ভ্রাতৃভাব,bhratrubhav
ভ্রাত়ৃত্ব,bhrarutva
সীমাঙ্কন,simankan
সীমা_অঙ্কন,sima_ankan
সংস্কারক,sanskarak
সংশোধক,sanshodhak
সোনালী,sonali
স্বর্ণকার,swarnakar
সুপ্রতিষ্ঠিত,supratishthit
সুরুচি,suruchi
উত্তম_রুচি,uttam_ruchi
সুশিক্ষিত,sushikshit
সুসংস্কৃত,susanskrit
সূক্ষ্মদর্শী,sukshmadarshi
সূচক,suchak
জ্ঞাপক,gyapak
পরিচায়ক,parichayak
সূর্যোদয়,suryodaya
এক_শতক,ek_shatak
সিদ্ধান্ত_সম্পর্কিত,siddhanth_samparkit
ষোলো,sholo
ষোড়শ,shorash
ষোলোতম,sholotam
স্তম্ভিত,stambhit
নিস্তব্ধ,nistavdh
কার্যবাহক,caryavahak
কার্যকারী,caryakari
স্পন্দন,spandan
কম্প,camp
শিয়া,sia
স্পর্শেন্দ্রিয়,sparshendriya
স্পৃশ্য,sprushya
অবিস্মরণীয়,avismarnian
স্বেচ্ছাচারী,swechhachari
অবাধিত,avadhit
স্বেচ্ছা,sweccha
পাচিত,pachit
হতবাক,hatvak
স্বীকার,swikar
খুনী,khuni
হরণ,haran
শ্যামলিমা,shyamalima
সবুজ_বিপ্লব,sabuj_biplava
হস্তরেখাবিদ্,hastrekhavid
হস্তরেখাবিশারদ,hastrekhavisharad
হস্তলিখিত,hastlikhit
হস্তাঙ্কিত,hastankit
ছলাকলা,chhalakala
হাবভাব,habbhav
অঙ্গভঙ্গী,angabhangi
মার্জিন,margin
উপান্ত,upanta
হাহাকার,haahaakar
হায়_হায়_রব,haye_haye_rabh
হিক্কা,hikka
হ্রেষা,hresha
হিমবাহ,himavah
গ্লেসিয়র্,glaciver
হিমানী,himani
হিমপাত,himpat
তুষারপাত,tusharpaat
হিমাঙ্ক,himank
বাজী,baaji
অ্যাকাডেমি,aacademi
সর্বাধিক,sarvadhik
সবচেয়ে_অধিক,sabche_adhik
অধিকতম,adhikatam
পর্যবেক্ষিকা,paryavekshika
শিক্ষণ_সামগ্রী,shikshan_samgri
টিচিঙ_এইড,tiching_aid
লাইসেন্স,license
অনুমতিপত্র,anumatipatra
অনুজ্ঞাপত্র,anugnapatra
অনুবিভাগ,anuvibhag
সেকশন,sekashan
বাজেট,bajet
আয়ব্যয়ক,aivyayak
অনুমানপত্র,anumanpatra
অনুরক্ষক,anurakshak
অনৌপচারিক,anaupacharik
রোগ_সৃষ্টিকারী,rog_sristicari
সুরাসক্তি,surasakti
অন্তর্বাহিনী,antarvahini
গতিবেগ,gatibeg
অন্তর্নিবিষ্ট,antarnivisht
অপুষ্টি,apushti
অধিনিয়ম,adhinium
অ্যাক্ট,act
অপরাধবিজ্ঞান,aparadhvigyan
অপরাধ-বিজ্ঞান,aparaadh-vigyan
অপরাধ_বিজ্ঞান,aparaadh_vigyan
স্নাতকোত্তর,snatkottar
পোস্ট-গ্র্যাজুয়েট,post-gryajuet
অনুশিক্ষক,anushikshak
অনুশিক্ষণ,anushikshan
কোচিং,koching
রেকর্ড_কীপার,record_keeper
তহবিলদার,tahavildar
অবক্ষয়,avakshya
এজেন্ট,agent
অপ্রভাবিত,aprabhavit
বিয়োগ_করা,biyog_kara
পদনাম,padnam
যন্ত্রবিদ্,yantrabid
যন্ত্রকুশলী,yantrakushali
ইঞ্জিনিয়ার,engineear
অর্থব্যবস্থা,arthvyavstha
অর্থ_ব্যবস্থা,arth_vyavastha
অর্থ-ব্যবস্থা,arth-vyavastha
আর্থিক_ব্যবস্থা,arthik_vyavastha
অর্থশাস্ত্রজ্ঞ,arthshastrajna
অর্থনীতিবিদ্,arthanitibid
অন্তর্বর্তীকালীন,antarvartikalin
স্বল্পসংখ্যক_ভোট,swalpasankhyak_bhot
সংখ্যালঘু,sankhyalghu
অনুনাসিক,anunasik
অনশন,anashan
অবিভাজ্য_সংখ্যা,avibhajya_sankhya
প্রতিরোধ_ক্ষমতা,pratirodh_kshamata
ফ্র্যাক্চার,fracchar
অস্থিভঙ্গ,asthibhang
আদেশানুসার,adeshanusar
অস্ত্রবিরতি,astrabirati
অস্ত্র_বিরাম,astra_biram
যুদ্ধ_বিরতি,yuddh_birati
যুদ্ধ_বিরাম,yuddh_biram
সংখ্যাতত্তবিদ,sankhyatattavid
রাশিবিজ্ঞানী,rashivigyani
আপত্কালীন_পরিস্থিতি,aptkalin_paristhite
এমার্জেন্সী,emargensi
রাজস্ব,rajasav
মাশুল,mashul
আদর্শবাদ,adarshabad
রুপবিজ্ঞান,rupavigyan
আকৃতিবিজ্ঞান,aakritibigyan
আত্মচেতনা,atmachetna
আত্মানুশাসন,aatmanushasan
শ়ৃঙ্খলা_বা_সংযম,barunkhala_baa_sanyam
গীতিকাব্য,geetikavy
গীতিকবিতা,gitikabita
আমদানী_শুল্ক,aamdani_shulk
মুখ্য_আধিকারিক,mukhya_aadhikarik
আবর্তক,abrtak
মলাট,malat
পুষ্টিতত্ত্ববিদ,pushtitattbavid
বামপন্থী,bampanthi
বামপন্থা,bampantha
উত্কীর্ণ,utkirna
উত্কৃষ্ট_রচণা,utkrist_rachana
উত্কৃষ্ট_কৃতি,utkrist_kruti
মাস্টার_পিস্,master_pis
উগ্রপন্থী,ugrapanthi
ক্রমবিকাশ,krambikas
উত্তর_গোলার্ধ,uttar_golardh
উত্পাদনশীলতা,utpadanshilata
উদারীকরণ,udarikaran
শিল্পোদ্যোগী,shilpodyogi
বাহ্যত্বক,bahyatvak
ত্বকের_বাইরের_আবরণ,tvaker_byrer_aavaran
ভরতুকি,bharatuki
সাবসিডি,sabcidi
উপসমিতি,upasmiti
সাব-কমেটি,saab-commeti
উপসভাপতি,upasbhapati
ভাইস-প্রেসিডেন্ট,vaaice-president
রাসায়নিক_গবেষণাগার,rasyanik_gaveshanagar
ট্রপিকাল_জোন,tropical_zon
উষ্ণ_ক্রান্তিয়,ushna_krantiya
মুখ্য_ন্যায়াধীশ_বা_বিচারক,mukhya_nayadhish_baa_bichaarak
কাউন্সিলিঙ,counsiling
ভোগ্য_পণ্য,bhogya_panya
উপশীর্ষক,upashirshak
উপসচিব,upaschib
কাঁচামাল,kanchamal
কাঁচা_মাল,kaanchaa_mal
উপজাত,upajat
পেটেন্ট,patent
কৃতিস্বত্ব,kritiswatva
কর-নির্ধারণ,kar-nirdharan
কর_নির্ধারণ,kar_nirdharan
কর্মচারী_বৃন্দ,karmchari_vrund
শ্রমিক_দল,shramik_dal
কর্মীদল,karmidal
কল্পকথা,kalpakatha
কল্পকাহিনী,kalpakahini
কাল্পনিক_কাহিনী,kalpanik_kahini
আখ্যায়িকা,aakhyika
কান্ড,kand
কার্যকারী_সমিতি,caryakari_smiti
কার্য_সমিতি,carya_smiti
ব্যবস্থাপক_সমিতি,vyavasthapak_smiti
এক্জিকিউটিভ,ekicutive
কার্য_কুশলতা,carya_kushalata
কর্ম_দক্ষতা,karm_dakshata
রেস্তোরাঁ,restaurant
গতি_বিজ্ঞান,gati_vigyan
ডাইনামিক্স,dynamix
গৃহরক্ষাকারী_বাহিনী,grihrakshakari_bahini
হোম_গার্ড,home_guard
খনিজ_বিজ্ঞান,khanij_vigyan
খনিজবিজ্ঞান,khanijvigyan
গর্ভাবস্থা,garbhavstha
শর্টহ্যান্ড,sharthand
সাঁটলিপি,santlipi
মাধ্যাকর্ষণ,madhyakarshan
ঘোষণা_পত্র,ghoshna_patr
চক্রবৃদ্ধির_হার,chakravruddhir_haar
চক্রাকার,chakrakar
অ্যাম্বুলেন্স,ambulance
সুন্দর_লেখা,sunder_lekha
চিকিত্সা_শাস্ত্র,chikitsa_shastra
চিকিত্সা_বিজ্ঞান,chikitsa_vigyan
জনগণনা,janaganna
জন_গণনা,jan_ganana
মত্সালয়,matsalayas
অ্যাকুয়ারিয়াম,aquarium
জলসেনা_নায়ক,jalsena_nayak
ব্যাভিচার,bavichar
লম্পটতা,lamptta
অবৈধ_সম্বন্ধ,avaidh_sambandh
জীবনচক্র,jibanchakra
জীবনযাত্রা,jivanyatra
জীব_বিজ্ঞান,jiv_vigyan
বায়োলজি,biologi
চিড়িয়াখানা,chidiyakhana
প্রাণীবিজ্ঞান,pranivigyan
অগ্নুত্পাত,agnutpat
আগ্নেয়গিরি_বিস্ফোরণ,agneyagiri_bisphoran
লাভা_উদ্গীরণ,lava_udgiran
প্রযুক্তিবিদ,prayuktibid
টেকনিশিয়ান,technisian
ডায়াফ্রাম,diafram
তনুপট,tanupot
প্লবতা,plvata
নিকাশ,nikash
নিকাশী,nikashi
নির্গমন,nirgman
কারীগর,kaarigar
মিস্ত্রী,mistri
গোঁফ,gonf
দন্তচিকিত্সা_বিজ্ঞান,dantachikitsa_vigyan
দন্ত-চিকিত্সা_বিজ্ঞান,danta-chikitsa_vigyan
দন্তচিকিত্সা_শাস্ত্র,dantachikitsa_shastra
দন্ত-চিকিত্সা_শাস্ত্র,danta-chikitsa_shastra
ফোন,phone
টেলিফোন,telephone
দূরভাষ,durbhash
দ্বিপদ,dwipad
নৈসর্গিক_শোভা,naisargic_shobha
সিনারি,sinary
দৃষ্টি_পটল,drushti_patal
দৃষ্টিপটল,drushtiptal
দ্বীপপুঞ্জ,dwipapunj
দ্বীপ_সমূহ,dweep_samuh
ব্যাঙ্ক,bank
ধনাত্মক,dhanatmak
ঋণাত্মক,runatmak
স্বীকারাত্মক,swikaratmak
ধাতুকর্ম,dhatukarm
ধাতু_বিজ্ঞান,dhatu_vigyan
মেরুপ্রদেশীয়,merupradeshiya
নরহত্যা,narhatya
নামাঙ্কন,namankan
নির্ধারিত_অংশ,nirdhari_aansh
নিরূপণ,nirupan
রেফারি,refari
বননির্মূলীকরণ,bananirmulikaran
ম্যনিফেস্টো,myanifesto
বিচারক_মণ্ডলী,bichaarak_mandali
জুরি,juri
নির্ণায়ক_সভা,nirnayak_sabha
ট্রাস্টি,trusty
ন্যাসরক্ষক,nyasarakshak
অছি,achi
পরিপূরক,paripurak
পূরক,purak
সম্পূরক,sampoorak
কার্যক্রম,caryakram
প্রোগ্রাম,program
কার্যসূচী,caryasuchi
কার্য_সূচী,carya_suchi
প্রতিপত্র,pratipatra
বিশেষীকরণ,vishesikaran
চিত্রপট,chitrapat
হলফনামা,halynama
এফিডেবিট,effidebit
শিক্ষা-শুল্ক,shiksha-shulk
শিক্ষা_শুল্ক,shiksha_shulk
সেনা_প্রশিক্ষণ,sena_prashikshan
মিলিটারি_ট্রেনিং,military_training
সৌন্দর্য্যাত্মক,soundaryyatmak
নন্দনতত্ত্ব,nandantattva
সৌন্দর্য্য_শাস্ত্র,soundaryay_shastra
হিংসাত্মক,hinsatmak
গ্র্যাচুইটি,gratuity
অমানবিক,amanvik
পাশবিক,pashavik
খুবলে_নিচ্ছে,khuble_nicche
মূল্যাঙ্কন,moolankan
জ্বলুনি,jwaluni
অংক,ank
কাটাই,katai
দ্রবণীয়,dravnian
কটূবচন,katubchan
কটূকথা,katukatha
উনিশ,uneesh
অনুগ্রীহিত,anugrihit
অনুকম্পিত,anukampit
শিল্পায়ন,shilpayan
মর্ম_স্থান,marm_sthan
দারচিনি,darchini
বৃন্দ,vrund
গণ,gana
পল্টন,palton
লোকগাঁথা,lokgantha
